0.019935,0.00099676,-0.0016086,-8.043e-05
0.03987,0.003987,-0.0032172,-0.00032172
0.059806,0.0089708,-0.0048258,-0.00072387
0.079741,0.015948,-0.0064344,-0.0012869
0.099676,0.024919,-0.008043,-0.0020108
0.11961,0.035883,-0.0096516,-0.0028955
0.13955,0.048841,-0.01126,-0.0039411
0.15948,0.063793,-0.012869,-0.0051475
0.17942,0.080738,-0.014477,-0.0065148
0.19935,0.099676,-0.016086,-0.008043
0.21929,0.12061,-0.017695,-0.0097321
0.23922,0.14353,-0.019303,-0.011582
0.25916,0.16845,-0.020912,-0.013593
0.27909,0.19537,-0.02252,-0.015764
0.29903,0.22427,-0.024129,-0.018097
0.31896,0.25517,-0.025738,-0.02059
0.3389,0.28806,-0.027346,-0.023244
0.35883,0.32295,-0.028955,-0.026059
0.37877,0.35983,-0.030563,-0.029035
0.3987,0.3987,-0.032172,-0.032172
0.41864,0.43957,-0.033781,-0.03547
0.3987,0.45851,-0.032172,-0.036998
0.3987,0.49838,-0.032172,-0.040215
0.3987,0.53825,-0.032172,-0.043432
0.3987,0.57812,-0.032172,-0.04665
0.3987,0.61799,-0.032172,-0.049867
0.3987,0.65786,-0.032172,-0.053084
0.3987,0.69773,-0.032172,-0.056301
0.3987,0.7376,-0.032172,-0.059518
0.3987,0.77747,-0.032172,-0.062736
0.3987,0.81734,-0.032172,-0.065953
0.3987,0.85721,-0.032172,-0.06917
0.3987,0.89708,-0.032172,-0.072387
0.3987,0.93695,-0.032172,-0.075604
0.3987,0.97683,-0.032172,-0.078822
0.3987,1.0167,-0.032172,-0.082039
0.3987,1.0566,-0.032172,-0.085256
0.3987,1.0964,-0.032172,-0.088473
0.3987,1.1363,-0.032172,-0.09169
0.3987,1.1762,-0.032172,-0.094908
0.3987,1.216,-0.032172,-0.098125
0.3987,1.2559,-0.032172,-0.10134
0.3987,1.2958,-0.032172,-0.10456
0.3987,1.3357,-0.032172,-0.10778
0.3987,1.3755,-0.032172,-0.11099
0.37877,1.4144,-0.030563,-0.11413
0.35883,1.4513,-0.028955,-0.11711
0.3389,1.4862,-0.027346,-0.11992
0.31896,1.5191,-0.025738,-0.12258
0.29903,1.55,-0.024129,-0.12507
0.27909,1.5789,-0.02252,-0.1274
0.25916,1.6058,-0.020912,-0.12957
0.23922,1.6307,-0.019303,-0.13158
0.21929,1.6536,-0.017695,-0.13343
0.19935,1.6746,-0.016086,-0.13512
0.17942,1.6935,-0.014477,-0.13665
0.15948,1.7104,-0.012869,-0.13802
